measurement_no,specimen_no,record_type,n_measured,position,measurement_type,average,min,max
337634,153862,mea,1,,diameter,223,,
337635,153862,mea,1,,height,115,,
337636,153863,mea,1,,width,13,,
337637,153863,mea,1,,inflation,7.3,,
337638,153863,mea,1,,diameter,62,,
337639,153863,mea,1,,height,36,,
337640,153864,mea,1,,width,36,,
337641,153864,mea,1,,inflation,10,,
337642,153864,mea,1,,diameter,173,,
337643,153864,mea,1,,height,102,,
337646,153867,mea,1,,width,53,,
337647,153867,mea,1,,inflation,90.1,,
337648,153867,mea,1,,diameter,265,,
337649,153867,mea,1,,height,103.3,,
337650,153868,mea,1,,width,38,,
337651,153868,mea,1,,inflation,0.001,,
337652,153868,mea,1,,diameter,136.5,,
337653,153868,mea,1,,height,82,,
337654,153869,mea,1,,width,55,,
337655,153869,mea,1,,inflation,23,,
337656,153869,mea,1,,diameter,272,,
337657,153869,mea,1,,height,140,,
337658,153870,mea,1,,width,42,,
337659,153870,mea,1,,inflation,0.001,,
337660,153870,mea,1,,diameter,191,,
337661,153870,mea,1,,height,113,,
337662,153871,mea,1,,width,17,,
337663,153871,mea,1,,inflation,0.001,,
337664,153871,mea,1,,diameter,75,,
337665,153871,mea,1,,height,45,,
337666,153872,mea,1,,width,7,,
337667,153872,mea,1,,inflation,2,,
337668,153872,mea,1,,diameter,29,,
337669,153872,mea,1,,height,17,,
337670,153873,mea,1,,width,18,,
337671,153873,mea,1,,inflation,0.001,,
337672,153873,mea,1,,diameter,73.6,,
337673,153873,mea,1,,height,48,,
337674,153874,mea,1,,width,17,,
337675,153874,mea,1,,inflation,0.001,,
337676,153874,mea,1,,diameter,72,,
337677,153874,mea,1,,height,44,,
337678,153875,mea,1,,width,14,,
337679,153875,mea,1,,inflation,2.1,,
337680,153875,mea,1,,diameter,65,,
337681,153875,mea,1,,height,38,,
337720,153890,mea,1,,width,9.6,,
337721,153890,mea,1,,length,28.5,,
337722,153891,mea,1,,width,9.6,,
337723,153891,mea,1,,length,26,,
337724,153892,mea,1,,width,8.8,,
337725,153892,mea,1,,length,25,,
337726,153893,mea,1,,width,8.5,,
337727,153893,mea,1,,length,23,,
337728,153894,mea,1,,width,9.6,,
337729,153894,mea,1,,length,26,,
337730,153895,mea,1,,width,11.5,,
337731,153895,mea,1,,length,50,,
337732,153896,mea,1,,width,11.5,,
337733,153896,mea,1,,length,50,,
337734,153897,mea,1,,width,12,,
337735,153897,mea,1,,length,50,,
337736,153898,mea,1,,width,11.5,,
337737,153898,mea,1,,length,47,,
337738,153899,mea,1,,width,12.5,,
337739,153899,mea,1,,length,51,,
337740,153900,mea,1,,width,11.2,,
337741,153900,mea,1,,length,45,,
337742,153901,mea,1,,width,16.5,,
337743,153901,mea,1,,length,46,,
337744,153902,mea,1,,width,15,,
337745,153902,mea,1,,length,44,,
337746,153903,mea,1,,width,15.5,,
337747,153903,mea,1,,length,44,,
337748,153904,mea,1,,width,16,,
337749,153904,mea,1,,length,48,,
337750,153905,mea,1,,width,14.5,,
337751,153905,mea,1,,length,44,,
337752,153906,mea,1,,width,15,,
337753,153906,mea,1,,length,43,,
337754,153907,mea,1,,width,15,,
337755,153907,mea,1,,length,45,,
337756,153908,mea,1,,width,15.5,,
337757,153908,mea,1,,length,45,,
337758,153909,mea,1,,width,15,,
337759,153909,mea,1,,length,45,,
337760,153910,mea,1,,width,15,,
337761,153910,mea,1,,length,45,,
337762,153911,mea,1,,width,11,,
337763,153911,mea,1,,length,45,,
337790,153925,mea,1,,width,11,,
337791,153925,mea,1,,length,45,,
337792,153926,mea,1,,width,15.3,,
337793,153926,mea,1,,length,41,,
337902,153954,mea,1,,width,36.6,,
337903,153954,mea,1,,inflation,13.5,,
337904,153954,mea,1,,diameter,50.9,,
337905,153954,mea,1,,height,22.3,,
337976,153974,mea,1,,width,1.3,,
337977,153974,mea,1,,length,4.2,,
337978,153975,mea,1,,length,7.6,,
338113,154021,mea,1,,width,3.05,,
338114,154021,mea,1,,diameter,8.51,,
338115,154021,mea,1,,height,2.47,,
338137,154021,mea,1,,inflation,3.88,,
338116,154022,mea,1,,width,2.75,,
338117,154022,mea,1,,diameter,6.96,,
338118,154022,mea,1,,height,1.95,,
338138,154022,mea,1,,inflation,3.41,,
338119,154023,mea,1,,width,2.45,,
338120,154023,mea,1,,diameter,6.62,,
338121,154023,mea,1,,height,1.92,,
338139,154023,mea,1,,inflation,3.31,,
338122,154024,mea,1,,width,2.62,,
338123,154024,mea,1,,diameter,5.83,,
338124,154024,mea,1,,height,1.65,,
338140,154024,mea,1,,inflation,2.69,,
338125,154025,mea,1,,width,2.42,,
338126,154025,mea,1,,diameter,5.74,,
338127,154025,mea,1,,height,1.79,,
338141,154025,mea,1,,inflation,2.44,,
338128,154026,mea,1,,width,2.02,,
338129,154026,mea,1,,diameter,4.84,,
338130,154026,mea,1,,height,1.35,,
338142,154026,mea,1,,inflation,2.35,,
338131,154027,mea,1,,width,1.66,,
338132,154027,mea,1,,diameter,4.15,,
338133,154027,mea,1,,height,1.22,,
338143,154027,mea,1,,inflation,1.97,,
338134,154028,mea,1,,width,0.99,,
338135,154028,mea,1,,diameter,2.26,,
338136,154028,mea,1,,height,0.72,,
338144,154028,mea,1,,inflation,0.98,,
338145,154029,mea,1,,width,6.91,,
338146,154029,mea,1,,diameter,16.35,,
338147,154029,mea,1,,height,5.12,,
338163,154029,mea,1,,inflation,7.12,,
338148,154030,mea,1,,width,3.35,,
338149,154030,mea,1,,diameter,8.91,,
338150,154030,mea,1,,height,2.29,,
338164,154030,mea,1,,inflation,4.64,,
338151,154031,mea,1,,width,3.28,,
338152,154031,mea,1,,diameter,8.08,,
338153,154031,mea,1,,height,2.31,,
338165,154031,mea,1,,inflation,4.15,,
338154,154032,mea,1,,width,3.45,,
338155,154032,mea,1,,diameter,6.83,,
338156,154032,mea,1,,height,1.75,,
338166,154032,mea,1,,inflation,3.48,,
338157,154033,mea,1,,width,2.49,,
338158,154033,mea,1,,diameter,5.57,,
338159,154033,mea,1,,height,1.24,,
338167,154033,mea,1,,inflation,3.16,,
338160,154034,mea,1,,width,2.56,,
338161,154034,mea,1,,diameter,5.45,,
338162,154034,mea,1,,height,1.41,,
338168,154034,mea,1,,inflation,3.01,,
338169,154035,mea,1,,width,3.11,,
338170,154035,mea,1,,inflation,2.92,,
338171,154035,mea,1,,diameter,6.02,,
338172,154035,mea,1,,height,1.68,,
338621,154156,mea,1,,width,22,,
338622,154156,mea,1,,inflation,35,,
338623,154156,mea,1,,diameter,110,,
338624,154156,mea,1,,height,45,,
338625,154157,mea,1,,width,9.8,,
338626,154157,mea,1,,inflation,11.8,,
338627,154157,mea,1,,diameter,24.5,,
338628,154157,mea,1,,height,8.2,,
338629,154158,mea,1,,width,13.2,,
338630,154158,mea,1,,inflation,24.2,,
338631,154158,mea,1,,diameter,45.2,,
338632,154158,mea,1,,height,11.4,,
338633,154159,mea,1,,width,27.2,,
338634,154159,mea,1,,inflation,35,,
338635,154159,mea,1,,diameter,88.5,,
338636,154159,mea,1,,height,31.5,,
338637,154160,mea,1,,width,16,,
338638,154160,mea,1,,inflation,25.3,,
338639,154160,mea,1,,diameter,62,,
338640,154160,mea,1,,height,21.5,,
338641,154161,mea,1,,width,63.5,,
338642,154161,mea,1,,inflation,147,,
338643,154161,mea,1,,diameter,318,,
338644,154161,mea,1,,height,93,,
338645,154162,mea,1,,width,10,,
338646,154162,mea,1,,inflation,12.4,,
338647,154162,mea,1,,diameter,31.8,,
338648,154162,mea,1,,height,11.2,,
338649,154163,mea,1,,width,14.2,,
338650,154163,mea,1,,inflation,21.1,,
338651,154163,mea,1,,diameter,45.5,,
338652,154163,mea,1,,height,13.8,,
338653,154164,mea,1,,width,16.2,,
338654,154164,mea,1,,inflation,26,,
338655,154164,mea,1,,diameter,58.3,,
338656,154164,mea,1,,height,18.1,,
338657,154165,mea,1,,width,44.5,,
338658,154165,mea,1,,inflation,60.5,,
338659,154165,mea,1,,diameter,141.5,,
338660,154165,mea,1,,height,40.8,,
338661,154166,mea,1,,width,14.5,,
338662,154166,mea,1,,inflation,27.2,,
338663,154166,mea,1,,diameter,64.4,,
338664,154166,mea,1,,height,21.5,,
338665,154167,mea,1,,width,11,,
338666,154167,mea,1,,inflation,17.4,,
338667,154167,mea,1,,diameter,46.5,,
338668,154167,mea,1,,height,17,,
338674,154171,mea,1,,width,17.5,,
338675,154171,mea,1,,inflation,13.5,,
338676,154171,mea,1,,diameter,40,,
338677,154171,mea,1,,height,18,,
338678,154172,mea,1,,width,10,,
338679,154172,mea,1,,inflation,7.5,,
338680,154172,mea,1,,diameter,21,,
338681,154172,mea,1,,height,9,,
338682,154173,mea,1,,width,6.5,,
338683,154173,mea,1,,inflation,4.5,,
338684,154173,mea,1,,diameter,14.5,,
338685,154173,mea,1,,height,6,,
338686,154174,mea,1,,width,14.5,,
338687,154174,mea,1,,inflation,17.3,,
338688,154174,mea,1,,diameter,40,,
338689,154174,mea,1,,height,15.5,,
338690,154175,mea,1,,width,21,,
338691,154175,mea,1,,inflation,12,,
338692,154175,mea,1,,diameter,42,,
338693,154175,mea,1,,height,23,,
338708,154183,mea,1,,length,1.6,,
338709,154184,mea,1,,width,12,,
338710,154184,mea,1,,inflation,5.5,,
338711,154184,mea,1,,diameter,40,,
338712,154184,mea,1,,height,22,,
338713,154185,mea,1,,width,27,,
338714,154185,mea,1,,inflation,10,,
338715,154185,mea,1,,diameter,143,,
338716,154185,mea,1,,height,80,,
338717,154186,mea,1,,width,14,,
338718,154186,mea,1,,inflation,13.5,,
338719,154186,mea,1,,diameter,54,,
338720,154186,mea,1,,height,26,,
338721,154187,mea,1,,width,12.6,,
338722,154187,mea,1,,inflation,0.001,,
338723,154187,mea,1,,diameter,49.7,,
338724,154187,mea,1,,height,26.8,,
338725,154188,mea,1,,width,16.1,,
338726,154188,mea,1,,inflation,0.001,,
338727,154188,mea,1,,diameter,54.7,,
338728,154188,mea,1,,height,28,,
338729,154189,mea,1,,width,14,,
338730,154189,mea,1,,inflation,0.001,,
338731,154189,mea,1,,diameter,54.1,,
338732,154189,mea,1,,height,29.2,,
338733,154190,mea,1,,width,13,,
338734,154190,mea,1,,inflation,0.001,,
338735,154190,mea,1,,diameter,47.5,,
338736,154190,mea,1,,height,26.4,,
338748,154196,mea,1,,length,9.33,,
338749,154197,mea,1,,length,10.44,,
338750,154198,mea,1,,length,12.05,,
338751,154199,mea,1,,length,13.2,,
338752,154200,mea,1,,length,14.2,,
338753,154201,mea,1,,length,14,,
338754,154202,mea,1,,length,11.42,,
338755,154203,mea,1,,length,11.5,,
338756,154204,mea,1,,length,9.68,,
338757,154205,mea,1,,length,11.36,,
338758,154206,mea,1,,length,11.4,,
338759,154207,mea,1,,length,11.32,,
338771,154214,mea,1,,width,1.3,,
338772,154214,mea,1,,length,3.3,,
338958,154291,mea,1,,width,0.11,,
338959,154291,mea,1,,length,0.52,,
338960,154292,mea,1,,length,0.9,,
338963,154294,mea,1,,width,0.58,,
338964,154294,mea,1,,length,1.73,,
338965,154295,mea,1,,length,1.85,,
339052,154322,mea,1,,width,11,,
339053,154322,mea,1,,inflation,7,,
339054,154322,mea,1,,diameter,24,,
339055,154322,mea,1,,height,9,,
339056,154323,mea,1,,width,13.1,,
339057,154323,mea,1,,inflation,6.2,,
339058,154323,mea,1,,diameter,24.5,,
339059,154323,mea,1,,height,10.5,,
339060,154324,mea,1,,width,12.3,,
339061,154324,mea,1,,inflation,5.2,,
339062,154324,mea,1,,diameter,21,,
339063,154324,mea,1,,height,8.9,,
339104,154336,mea,1,,width,45,,
339105,154336,mea,1,,inflation,92,,
339106,154336,mea,1,,diameter,205,,
339107,154336,mea,1,,height,65,,
339110,154338,mea,1,,width,9,,
339111,154338,mea,1,,inflation,11.5,,
339112,154338,mea,1,,diameter,27.3,,
339113,154338,mea,1,,height,10,,
339114,154339,mea,1,,width,11.9,,
339115,154339,mea,1,,inflation,14.7,,
339116,154339,mea,1,,diameter,36.7,,
339117,154339,mea,1,,height,13.5,,
339118,154340,mea,1,,width,13.2,,
339119,154340,mea,1,,inflation,15,,
339120,154340,mea,1,,diameter,44,,
339121,154340,mea,1,,height,17.6,,
339122,154341,mea,1,,width,5.5,,
339123,154341,mea,1,,inflation,4,,
339124,154341,mea,1,,diameter,21,,
339125,154341,mea,1,,height,10.5,,
339216,154365,mea,1,,width,13.6,,
339217,154365,mea,1,,inflation,24.8,,
339218,154365,mea,1,,diameter,62,,
339219,154365,mea,1,,height,22.7,,
339220,154366,mea,1,,width,6,,
339221,154366,mea,1,,inflation,3,,
339222,154366,mea,1,,diameter,10,,
339223,154366,mea,1,,height,4,,
339224,154367,mea,1,,width,3.05,,
339225,154367,mea,1,,inflation,3.9,,
339226,154367,mea,1,,diameter,8,,
339227,154367,mea,1,,height,2.05,,
339228,154368,mea,1,,width,32.2,,
339229,154368,mea,1,,inflation,25,,
339230,154368,mea,1,,diameter,48,,
339231,154368,mea,1,,height,11.1,,
339232,154369,mea,1,,width,6,,
339233,154369,mea,1,,inflation,11,,
339234,154369,mea,1,,diameter,20,,
339235,154369,mea,1,,height,5.2,,
339563,154478,mea,1,,length,1.97,,
339564,154479,mea,1,,length,3.4,,
339565,154480,mea,1,,length,2.3,,
339566,154481,mea,1,,length,3.77,,
339590,154497,mea,1,,width,68,,
339591,154497,mea,1,,inflation,84,,
339592,154497,mea,1,,diameter,215.5,,
339593,154497,mea,1,,height,78,,
339652,154516,mea,1,,width,156,,
339653,154516,mea,1,,inflation,172,,
339654,154516,mea,1,,diameter,603,,
339655,154516,mea,1,,height,274.5,,
339656,154517,mea,1,,width,11.8,,
339657,154517,mea,1,,inflation,9.2,,
339658,154517,mea,1,,diameter,46,,
339659,154517,mea,1,,height,22.6,,
339660,154518,mea,1,,width,41.6,,
339661,154518,mea,1,,inflation,23.8,,
339662,154518,mea,1,,diameter,84.6,,
339663,154518,mea,1,,height,38.6,,
339664,154519,mea,1,,width,15,,
339665,154519,mea,1,,inflation,5.2,,
339666,154519,mea,1,,diameter,29.4,,
339667,154519,mea,1,,height,15.1,,
339668,154520,mea,1,,width,29,,
339669,154520,mea,1,,inflation,12,,
339670,154520,mea,1,,diameter,59,,
339671,154520,mea,1,,height,32.6,,
339672,154521,mea,1,,width,16.1,,
339673,154521,mea,1,,inflation,12.5,,
339674,154521,mea,1,,diameter,49,,
339675,154521,mea,1,,height,21.2,,
339676,154522,mea,1,,width,18.6,,
339677,154522,mea,1,,inflation,9.8,,
339678,154522,mea,1,,diameter,75.2,,
339679,154522,mea,1,,height,42.8,,
339680,154523,mea,1,,width,7.4,,
339681,154523,mea,1,,inflation,4,,
339682,154523,mea,1,,diameter,58.7,,
339683,154523,mea,1,,height,32.3,,
339685,154525,mea,1,,width,29.6,,
339686,154525,mea,1,,inflation,30.9,,
339687,154525,mea,1,,diameter,140,,
339688,154525,mea,1,,height,51.8,,
339689,154526,mea,1,,width,33.3,,
339690,154526,mea,1,,inflation,23.5,,
339691,154526,mea,1,,diameter,128.6,,
339692,154526,mea,1,,height,53.6,,
339693,154527,mea,1,,width,27.2,,
339694,154527,mea,1,,inflation,38,,
339695,154527,mea,1,,diameter,151.2,,
339696,154527,mea,1,,height,61.9,,
339697,154528,mea,1,,width,26.3,,
339698,154528,mea,1,,inflation,21.6,,
339699,154528,mea,1,,diameter,122.5,,
339700,154528,mea,1,,height,59.3,,
339701,154529,mea,1,,width,21.1,,
339702,154529,mea,1,,inflation,24,,
339703,154529,mea,1,,diameter,104.3,,
339704,154529,mea,1,,height,47.7,,
339705,154530,mea,1,,width,31.8,,
339706,154530,mea,1,,inflation,22.7,,
339707,154530,mea,1,,diameter,124,,
339708,154530,mea,1,,height,55.1,,
339709,154531,mea,1,,width,18.7,,
339710,154531,mea,1,,inflation,16.2,,
339711,154531,mea,1,,diameter,85.3,,
339712,154531,mea,1,,height,41.9,,
339713,154532,mea,1,,width,31.8,,
339714,154532,mea,1,,inflation,21.2,,
339715,154532,mea,1,,diameter,115,,
339716,154532,mea,1,,height,54.4,,
339717,154533,mea,1,,width,28.7,,
339718,154533,mea,1,,inflation,23.9,,
339719,154533,mea,1,,diameter,123,,
339720,154533,mea,1,,height,58.5,,
339721,154534,mea,1,,width,38.4,,
339722,154534,mea,1,,diameter,151.1,,
339723,154534,mea,1,,height,65.3,,
339741,154534,mea,1,,inflation,35.6,,
339724,154535,mea,1,,width,20.6,,
339725,154535,mea,1,,diameter,111.2,,
339726,154535,mea,1,,height,49.7,,
339742,154535,mea,1,,inflation,25.3,,
339727,154536,mea,1,,width,7.6,,
339728,154536,mea,1,,diameter,39.4,,
339729,154536,mea,1,,height,19.7,,
339743,154536,mea,1,,inflation,6.5,,
339730,154537,mea,1,,width,11.9,,
339731,154537,mea,1,,diameter,50.4,,
339732,154537,mea,1,,height,24.6,,
339744,154537,mea,1,,inflation,9.8,,
339733,154538,mea,1,,width,6.9,,
339734,154538,mea,1,,diameter,38.2,,
339735,154538,mea,1,,height,21.5,,
339740,154538,mea,1,,inflation,6.1,,
339736,154539,mea,1,,width,13.4,,
339737,154539,mea,1,,diameter,52.4,,
339738,154539,mea,1,,height,26.7,,
339739,154539,mea,1,,inflation,8.5,,
339745,154540,mea,1,,width,9.6,,
339746,154540,mea,1,,inflation,8.3,,
339747,154540,mea,1,,diameter,45.3,,
339748,154540,mea,1,,height,21.8,,
339749,154541,mea,1,,width,18.8,,
339750,154541,mea,1,,inflation,12.7,,
339751,154541,mea,1,,diameter,67,,
339752,154541,mea,1,,height,31.8,,
339753,154542,mea,1,,width,16.9,,
339754,154542,mea,1,,inflation,14.3,,
339755,154542,mea,1,,diameter,70.7,,
339756,154542,mea,1,,height,31.2,,
339757,154543,mea,1,,width,23.1,,
339758,154543,mea,1,,inflation,21.5,,
339759,154543,mea,1,,diameter,88.2,,
339760,154543,mea,1,,height,34,,
339761,154544,mea,1,,width,30.8,,
339762,154544,mea,1,,diameter,103,,
339763,154544,mea,1,,height,49.9,,
339772,154544,mea,1,,inflation,21.6,,
339764,154545,mea,1,,width,23.5,,
339765,154545,mea,1,,diameter,73.4,,
339766,154545,mea,1,,height,37.5,,
339771,154545,mea,1,,inflation,13.3,,
339767,154546,mea,1,,width,17.7,,
339768,154546,mea,1,,diameter,71.1,,
339769,154546,mea,1,,height,32.9,,
339770,154546,mea,1,,inflation,13.4,,
339773,154547,mea,1,,width,21.5,,
339774,154547,mea,1,,inflation,17.1,,
339775,154547,mea,1,,diameter,95.3,,
339776,154547,mea,1,,height,43.8,,
339777,154548,mea,1,,width,26.9,,
339778,154548,mea,1,,inflation,19.6,,
339779,154548,mea,1,,diameter,105.5,,
339780,154548,mea,1,,height,52.5,,
339781,154549,mea,1,,width,20,,
339782,154549,mea,1,,diameter,100,,
339783,154549,mea,1,,height,46,,
339790,154549,mea,1,,inflation,18.4,,
339784,154550,mea,1,,width,14,,
339785,154550,mea,1,,diameter,75,,
339786,154550,mea,1,,height,33.3,,
339791,154550,mea,1,,inflation,13.4,,
339787,154551,mea,1,,width,20.5,,
339788,154551,mea,1,,diameter,77.5,,
339789,154551,mea,1,,height,41.7,,
339792,154551,mea,1,,inflation,14.3,,
339793,154552,mea,1,,width,18.7,,
339794,154552,mea,1,,inflation,21.9,,
339795,154552,mea,1,,diameter,93.1,,
339796,154552,mea,1,,height,39.6,,
339797,154553,mea,1,,width,10.4,,
339798,154553,mea,1,,inflation,2.2,,
339799,154553,mea,1,,diameter,30,,
339800,154553,mea,1,,height,14.4,,
339801,154554,mea,1,,width,29,,
339802,154554,mea,1,,inflation,0.001,,
339803,154554,mea,1,,diameter,122.2,,
339804,154554,mea,1,,height,69.7,,
339805,154555,mea,1,,width,130,,
339806,154555,mea,1,,inflation,49,,
339807,154555,mea,1,,diameter,224,,
339808,154555,mea,1,,height,122,,
339821,154559,mea,1,,width,33,,
339822,154559,mea,1,,inflation,20,,
339823,154559,mea,1,,diameter,100,,
339824,154559,mea,1,,height,50,,
339825,154560,mea,1,,width,35,,
339826,154560,mea,1,,inflation,22,,
339827,154560,mea,1,,diameter,95,,
339828,154560,mea,1,,height,40,,
339829,154561,mea,1,,width,23,,
339830,154561,mea,1,,inflation,39,,
339831,154561,mea,1,,diameter,80,,
339832,154561,mea,1,,height,25,,
340113,154632,mea,1,,width,36,,
340114,154632,mea,1,,inflation,17.9,,
340115,154632,mea,1,,diameter,85.5,,
340116,154632,mea,1,,height,40.3,,
340117,154633,mea,1,,width,33.5,,
340118,154633,mea,1,,inflation,15,,
340119,154633,mea,1,,diameter,77.2,,
340120,154633,mea,1,,height,36,,
340121,154634,mea,1,,width,32.5,,
340122,154634,mea,1,,inflation,18.8,,
340123,154634,mea,1,,diameter,78.5,,
340124,154634,mea,1,,height,29.2,,
340125,154635,mea,1,,width,23.5,,
340126,154635,mea,1,,inflation,12.8,,
340127,154635,mea,1,,diameter,43.2,,
340128,154635,mea,1,,height,20.3,,
340129,154636,mea,1,,width,39,,
340130,154636,mea,1,,inflation,25.8,,
340131,154636,mea,1,,diameter,132,,
340132,154636,mea,1,,height,59.5,,
340133,154637,mea,1,,width,9.3,,
340134,154637,mea,1,,inflation,6,,
340135,154637,mea,1,,diameter,41.5,,
340136,154637,mea,1,,height,20.7,,
340137,154638,mea,1,,width,15,,
340138,154638,mea,1,,inflation,6.7,,
340139,154638,mea,1,,diameter,63,,
340140,154638,mea,1,,height,32.8,,
340141,154639,mea,1,,width,22.8,,
340142,154639,mea,1,,inflation,12.6,,
340143,154639,mea,1,,diameter,64,,
340144,154639,mea,1,,height,30,,
340145,154640,mea,1,,width,15,,
340146,154640,mea,1,,inflation,9,,
340147,154640,mea,1,,diameter,44.5,,
340148,154640,mea,1,,height,22.5,,
340149,154641,mea,1,,width,31.3,,
340150,154641,mea,1,,inflation,35.5,,
340151,154641,mea,1,,diameter,115,,
340152,154641,mea,1,,height,44.1,,
340153,154642,mea,1,,width,23,,
340154,154642,mea,1,,inflation,42.5,,
340155,154642,mea,1,,diameter,75.5,,
340156,154642,mea,1,,height,18.5,,
340157,154643,mea,1,,width,32.2,,
340158,154643,mea,1,,inflation,44.4,,
340159,154643,mea,1,,diameter,125,,
340160,154643,mea,1,,height,45.8,,
340161,154644,mea,1,,width,26.5,,
340162,154644,mea,1,,inflation,38.5,,
340163,154644,mea,1,,diameter,105.4,,
