measurement_no,specimen_no,record_type,n_measured,position,measurement_type,average,min,max
334344,152669,mea,1,,width,6,,
334345,152669,mea,1,,height,14,,
334346,152670,mea,1,,width,3.2,,
334347,152670,mea,1,,height,7.6,,
334348,152671,mea,1,,width,5.4,,
334349,152671,mea,1,,height,12.8,,
334350,152672,mea,1,,width,3,,
334351,152672,mea,1,,height,6.2,,
334352,152673,mea,1,,width,2.5,,
334353,152673,mea,1,,height,4.5,,
334354,152674,mea,1,,width,3.8,,
334355,152674,mea,1,,height,5.6,,
334356,152675,mea,1,,width,2.7,,
334357,152675,mea,1,,height,4.3,,
334358,152676,mea,1,,width,2.2,,
334359,152676,mea,1,,height,3,,
334360,152677,mea,1,,width,7.8,,
334361,152677,mea,1,,height,10.4,,
334362,152678,mea,1,,width,2.5,,
334363,152678,mea,1,,height,4.2,,
334364,152679,mea,1,,width,5.5,,
334365,152679,mea,1,,height,11.7,,
334366,152680,mea,1,,width,2.5,,
334367,152680,mea,1,,height,3.9,,
334368,152681,mea,1,,width,2.7,,
334369,152681,mea,1,,height,3.2,,
334370,152682,mea,1,,width,3.2,,
334371,152682,mea,1,,height,8.2,,
334372,152683,mea,1,,width,3.9,,
334373,152683,mea,1,,height,8.3,,
334374,152684,mea,1,,width,4.7,,
334375,152684,mea,1,,height,8,,
334376,152685,mea,1,,width,4.7,,
334377,152685,mea,1,,height,9,,
334378,152686,mea,1,,width,4.8,,
334379,152686,mea,1,,height,9.6,,
334380,152687,mea,1,,width,4.5,,
334381,152687,mea,1,,height,8.7,,
334382,152688,mea,1,,width,4.9,,
334383,152688,mea,1,,height,8.6,,
334384,152689,mea,1,,width,4.5,,
334385,152689,mea,1,,height,7.7,,
334386,152690,mea,1,,width,4.7,,
334387,152690,mea,1,,height,13.2,,
334388,152691,mea,1,,width,2.2,,
334389,152691,mea,1,,height,6.3,,
334390,152692,mea,1,,width,1.9,,
334391,152692,mea,1,,height,6.2,,
334392,152693,mea,1,,width,3.4,,
334393,152693,mea,1,,height,14,,
334394,152694,mea,1,,width,3.4,,
334395,152694,mea,1,,height,11,,
334396,152695,mea,1,,width,3.6,,
334397,152695,mea,1,,height,11.9,,
334398,152696,mea,1,,width,4.2,,
334399,152696,mea,1,,height,15.9,,
334400,152697,mea,1,,width,1.06,,
334401,152697,mea,1,,height,3.43,,
334410,152700,mea,1,,width,1.2,,
334411,152700,mea,1,,length,5.52,,
334412,152701,mea,1,,width,1.2,,
334413,152701,mea,1,,length,6.65,,
334414,152702,mea,1,,width,1.05,,
334415,152702,mea,1,,length,4.3,,
334416,152703,mea,1,,width,1.1,,
334417,152703,mea,1,,length,5.9,,
334418,152704,mea,1,,width,5.2,,
334419,152704,mea,1,,length,10.8,,
334420,152705,mea,1,,length,9.2,,
334767,152795,mea,1,,width,12,,
334768,152795,mea,1,,inflation,10,,
334769,152795,mea,1,,diameter,26,,
334770,152795,mea,1,,height,12,,
334771,152796,mea,1,,width,18,,
334772,152796,mea,1,,inflation,9,,
334773,152796,mea,1,,diameter,62,,
334774,152796,mea,1,,height,32,,
334775,152797,mea,1,,width,31,,
334776,152797,mea,1,,inflation,21,,
334777,152797,mea,1,,diameter,110,,
334778,152797,mea,1,,height,55,,
334779,152798,mea,1,,width,11,,
334780,152798,mea,1,,diameter,34,,
334781,152798,mea,1,,height,15,,
334797,152798,mea,1,,inflation,10,,
334782,152799,mea,1,,width,14,,
334783,152799,mea,1,,diameter,41,,
334784,152799,mea,1,,height,18,,
334798,152799,mea,1,,inflation,11,,
334785,152800,mea,1,,width,16,,
334786,152800,mea,1,,diameter,48,,
334787,152800,mea,1,,height,22,,
334799,152800,mea,1,,inflation,13,,
334788,152801,mea,1,,width,18,,
334789,152801,mea,1,,diameter,56,,
334790,152801,mea,1,,height,26,,
334800,152801,mea,1,,inflation,13,,
334791,152802,mea,1,,width,21,,
334792,152802,mea,1,,diameter,70,,
334793,152802,mea,1,,height,30,,
334801,152802,mea,1,,inflation,18,,
334794,152803,mea,1,,width,24,,
334795,152803,mea,1,,diameter,77,,
334796,152803,mea,1,,height,32,,
334802,152803,mea,1,,inflation,23,,
334803,152804,mea,1,,width,10,,
334804,152804,mea,1,,diameter,30,,
334805,152804,mea,1,,height,12,,
334818,152804,mea,1,,inflation,10,,
334806,152805,mea,1,,width,13,,
334807,152805,mea,1,,diameter,38,,
334808,152805,mea,1,,height,15,,
334819,152805,mea,1,,inflation,13,,
334809,152806,mea,1,,width,16,,
334810,152806,mea,1,,diameter,48,,
334811,152806,mea,1,,height,17,,
334820,152806,mea,1,,inflation,18,,
334812,152807,mea,1,,width,18,,
334813,152807,mea,1,,diameter,55,,
334814,152807,mea,1,,height,20,,
334821,152807,mea,1,,inflation,20,,
334815,152808,mea,1,,width,19,,
334816,152808,mea,1,,diameter,59,,
334817,152808,mea,1,,height,22,,
334822,152808,mea,1,,inflation,22,,
334823,152809,mea,1,,width,22,,
334824,152809,mea,1,,inflation,10,,
334825,152809,mea,1,,diameter,47,,
334826,152809,mea,1,,height,22,,
334827,152810,mea,1,,width,42.1,,
334828,152810,mea,1,,inflation,25.3,,
334829,152810,mea,1,,diameter,81.1,,
334830,152810,mea,1,,height,36.1,,
334831,152811,mea,1,,width,46.9,,
334832,152811,mea,1,,inflation,26.7,,
334833,152811,mea,1,,diameter,87.4,,
334834,152811,mea,1,,height,38.6,,
334835,152812,mea,1,,width,31.4,,
334836,152812,mea,1,,diameter,70.4,,
334837,152812,mea,1,,height,42.7,,
334844,152812,mea,1,,inflation,7.1,,
334838,152813,mea,1,,width,46.8,,
334839,152813,mea,1,,diameter,107.9,,
334840,152813,mea,1,,height,49.8,,
334845,152813,mea,1,,inflation,24.1,,
334841,152814,mea,1,,width,50,,
334842,152814,mea,1,,diameter,123.8,,
334843,152814,mea,1,,height,58.4,,
334846,152814,mea,1,,inflation,23.9,,
334847,152815,mea,1,,width,40.5,,
334848,152815,mea,1,,diameter,58.3,,
334849,152815,mea,1,,height,30.1,,
334859,152815,mea,1,,inflation,11.7,,
334850,152816,mea,1,,width,32.6,,
334851,152816,mea,1,,diameter,63.1,,
334852,152816,mea,1,,height,29,,
334860,152816,mea,1,,inflation,15.8,,
334853,152817,mea,1,,width,27.5,,
334854,152817,mea,1,,diameter,51.5,,
334855,152817,mea,1,,height,27.8,,
334861,152817,mea,1,,inflation,8.6,,
334856,152818,mea,1,,width,45.8,,
334857,152818,mea,1,,diameter,97.4,,
334858,152818,mea,1,,height,40.7,,
334862,152818,mea,1,,inflation,27.3,,
334863,152819,mea,1,,width,24.7,,
334864,152819,mea,1,,diameter,52.9,,
334865,152819,mea,1,,height,30.6,,
334872,152819,mea,1,,inflation,5.9,,
334866,152820,mea,1,,width,29.6,,
334867,152820,mea,1,,diameter,70.1,,
334868,152820,mea,1,,height,39.2,,
334873,152820,mea,1,,inflation,4.1,,
334869,152821,mea,1,,width,30.8,,
334870,152821,mea,1,,diameter,77.8,,
334871,152821,mea,1,,height,36.9,,
334874,152821,mea,1,,inflation,7.5,,
334875,152822,mea,1,,width,37.1,,
334876,152822,mea,1,,inflation,5.9,,
334877,152822,mea,1,,diameter,95.6,,
334878,152822,mea,1,,height,47.2,,
334879,152823,mea,1,,width,49.7,,
334880,152823,mea,1,,inflation,30.7,,
334881,152823,mea,1,,diameter,103.7,,
334882,152823,mea,1,,height,45.7,,
334883,152824,mea,1,,width,9.12,,
334884,152824,mea,1,,inflation,10.5,,
334885,152824,mea,1,,diameter,28.8,,
334886,152824,mea,1,,height,11,,
334887,152825,mea,1,,width,14,,
334888,152825,mea,1,,inflation,16.7,,
334889,152825,mea,1,,diameter,46,,
334890,152825,mea,1,,height,15,,
334895,152828,mea,1,,width,0.043,,
334896,152828,mea,1,,length,0.6,,
334897,152829,mea,1,,width,0.213,,
334898,152829,mea,1,,length,0.705,,
334899,152830,mea,1,,width,0.176,,
334900,152830,mea,1,,length,0.6,,
334901,152831,mea,1,,width,0.165,,
334902,152831,mea,1,,length,0.858,,
334904,152833,mea,1,,width,10.2,,
334905,152833,mea,1,,inflation,3.4,,
334906,152833,mea,1,,diameter,24.8,,
334907,152833,mea,1,,height,13.2,,
334908,152834,mea,1,,width,180,,
334909,152834,mea,1,,inflation,190,,
334910,152834,mea,1,,diameter,595,,
334911,152834,mea,1,,height,205,,
335122,152899,mea,1,,width,44,,
335123,152899,mea,1,,height,26,,
335124,152900,mea,1,,width,23,,
335125,152900,mea,1,,height,10,,
335126,152901,mea,1,,width,34,,
335127,152901,mea,1,,height,15,,
335128,152902,mea,1,,length,20,,
335129,152903,mea,1,,length,34,,
335130,152904,mea,1,,length,20,,
335131,152905,mea,1,,length,12,,
335132,152906,mea,1,,length,20,,
335134,152908,mea,1,,length,16,,
335259,152940,mea,1,,width,37,,
335260,152940,mea,1,,inflation,41,,
335261,152940,mea,1,,diameter,146,,
335262,152940,mea,1,,height,60,,
335263,152941,mea,1,,width,45,,
335264,152941,mea,1,,inflation,71,,
335265,152941,mea,1,,diameter,209,,
335266,152941,mea,1,,height,70,,
335267,152942,mea,1,,width,12.5,,
335268,152942,mea,1,,inflation,5.5,,
335269,152942,mea,1,,diameter,36.5,,
335270,152942,mea,1,,height,20,,
335271,152943,mea,1,,width,7.9,,
335272,152943,mea,1,,diameter,26.4,,
335273,152943,mea,1,,height,11.3,,
335280,152943,mea,1,,inflation,7.9,,
335274,152944,mea,1,,width,7.2,,
335275,152944,mea,1,,diameter,25,,
335276,152944,mea,1,,height,10.8,,
335281,152944,mea,1,,inflation,7.8,,
335277,152945,mea,1,,width,6,,
335278,152945,mea,1,,diameter,19.9,,
335279,152945,mea,1,,height,9,,
335282,152945,mea,1,,inflation,4.8,,
335283,152946,mea,1,,width,7.9,,
335284,152946,mea,1,,diameter,22.9,,
335285,152946,mea,1,,height,10.1,,
335289,152946,mea,1,,inflation,7.2,,
335286,152947,mea,1,,width,8.2,,
335287,152947,mea,1,,diameter,19.5,,
335288,152947,mea,1,,height,8.5,,
335290,152947,mea,1,,inflation,5.8,,
335291,152948,mea,1,,width,11.8,,
335292,152948,mea,1,,inflation,6,,
335293,152948,mea,1,,diameter,28.5,,
335294,152948,mea,1,,height,11.5,,
335295,152949,mea,1,,width,19,,
335296,152949,mea,1,,inflation,10.3,,
335297,152949,mea,1,,diameter,44.5,,
335298,152949,mea,1,,height,21.5,,
335299,152950,mea,1,,width,15,,
335300,152950,mea,1,,diameter,36,,
335301,152950,mea,1,,height,16.5,,
335308,152950,mea,1,,inflation,8.5,,
335302,152951,mea,1,,width,15,,
335303,152951,mea,1,,diameter,53,,
335304,152951,mea,1,,height,28.2,,
335309,152951,mea,1,,inflation,8.6,,
335305,152952,mea,1,,width,22.2,,
335306,152952,mea,1,,diameter,72.9,,
335307,152952,mea,1,,height,38.1,,
335310,152952,mea,1,,inflation,14.2,,
335359,152965,mea,1,,length,0.95,,
335360,152966,mea,1,,width,0.44,,
335361,152966,mea,1,,length,0.77,,
335523,153010,mea,1,,width,0.33,,
335524,153010,mea,1,,length,1.19,,
335525,153011,mea,1,,length,1.62,,
335531,153017,mea,1,,width,0.44,,
335532,153017,mea,1,,length,2.25,,
335533,153018,mea,1,,length,2.6,,
335534,153019,mea,1,,width,0.44,,
335535,153019,mea,1,,length,1.17,,
335536,153020,mea,1,,length,0.93,,
335537,153021,mea,1,,width,1.67,,
335538,153021,mea,1,,length,2.18,,
335539,153022,mea,1,,width,1,,
335540,153022,mea,1,,length,1.45,,
335541,153023,mea,1,,width,90,,
335542,153023,mea,1,,length,53.9,,
335605,153044,mea,1,,width,0.34,,
335606,153044,mea,1,,length,1.26,,
335607,153045,mea,1,,length,2,,
335608,153046,mea,1,,length,4.3,,
335609,153047,mea,1,,length,6,,
335614,153050,mea,1,,length,2.5,,
335624,153060,mea,1,,length,3.08,,
335625,153061,mea,1,,length,3.08,,
335626,153062,mea,1,,length,3.12,,
335627,153063,mea,1,,length,3.2,,
335628,153064,mea,1,,length,4.75,,
335629,153065,mea,1,,width,66.5,,
335630,153065,mea,1,,inflation,0.001,,
335631,153065,mea,1,,diameter,76.4,,
335632,153065,mea,1,,height,50,,
335633,153066,mea,1,,width,68.8,,
335634,153066,mea,1,,inflation,0.001,,
335635,153066,mea,1,,diameter,79.2,,
335636,153066,mea,1,,height,52.2,,
335637,153067,mea,1,,width,26.3,,
335638,153067,mea,1,,inflation,3.8,,
335639,153067,mea,1,,diameter,37.5,,
335640,153067,mea,1,,height,21.6,,
335641,153068,mea,1,,width,31.9,,
335642,153068,mea,1,,inflation,4.1,,
335643,153068,mea,1,,diameter,41.7,,
335644,153068,mea,1,,height,26.3,,
335645,153069,mea,1,,width,52,,
335646,153069,mea,1,,inflation,12.5,,
335647,153069,mea,1,,diameter,86.9,,
335648,153069,mea,1,,height,48,,
335649,153070,mea,1,,width,51.7,,
335650,153070,mea,1,,inflation,8.2,,
335651,153070,mea,1,,diameter,80.8,,
335652,153070,mea,1,,height,47.7,,
335653,153071,mea,1,,width,21.8,,
335654,153071,mea,1,,inflation,3.8,,
335655,153071,mea,1,,diameter,33.5,,
335656,153071,mea,1,,height,20.1,,
336083,153182,mea,1,,width,1.1,,
336084,153182,mea,1,,length,3.48,,
336085,153183,mea,1,,width,1.98,,
336086,153183,mea,1,,length,4.52,,
336087,153184,mea,1,,width,0.8,,
336088,153184,mea,1,,length,2,,
336089,153185,mea,1,,length,3.3,,
336090,153186,mea,1,,width,4,,
336091,153186,mea,1,,length,12,,
336092,153187,mea,1,,length,10,,
336094,153189,mea,1,,length,3.8,,
336127,153217,mea,1,,width,1.7,,
336128,153217,mea,1,,length,5.4,,
336129,153218,mea,1,,width,0.5,,
336130,153218,mea,1,,length,1.85,,
336150,153232,mea,1,,length,1.7,,
336151,153233,mea,1,,width,0.98,,
336152,153233,mea,1,,length,1.95,,
336181,153252,mea,1,,length,1.15,,
336182,153253,mea,1,,length,1.6,,
336183,153254,mea,1,,length,1.8,,
336184,153255,mea,1,,length,3.8,,
336185,153256,mea,1,,length,3.3,,
336186,153257,mea,1,,length,2.6,,
336187,153258,mea,1,,length,1.7,,
336188,153259,mea,1,,length,2.4,,
336189,153260,mea,1,,length,1.15,,
336190,153261,mea,1,,length,1.9,,
336191,153262,mea,1,,length,1.9,,
336192,153263,mea,1,,length,2.1,,
336412,153321,mea,1,,width,43,,
336413,153321,mea,1,,inflation,26,,
336414,153321,mea,1,,diameter,101,,
336415,153321,mea,1,,height,45,,
336422,153326,mea,1,,length,0.8,,
336423,153327,mea,1,,length,1.34,,
336426,153329,mea,1,,width,8.9,,
336427,153329,mea,1,,length,32.3,,
336428,153330,mea,1,,width,9.4,,
336429,153330,mea,1,,length,34.3,,
336430,153331,mea,1,,width,9.3,,
336431,153331,mea,1,,length,34.3,,
336432,153332,mea,1,,length,3.6,,
336433,153333,mea,1,,length,3.25,,
336434,153334,mea,1,,length,3.3,,
336436,153334,mea,1,,width,1.6,,
336435,153335,mea,1,,length,3.3,,
336437,153336,mea,1,,length,2.37,,
336438,153337,mea,1,,width,1.24,,
336439,153337,mea,1,,length,2.98,,
336440,153338,mea,1,,length,2.37,,
336441,153339,mea,1,,width,1.06,,
336442,153339,mea,1,,length,2.76,,
336443,153340,mea,1,,length,1.9,,
336471,153351,mea,1,,length,1.5,,
336472,153352,mea,1,,length,2.4,,
336473,153353,mea,1,,length,1,,
336474,153354,mea,1,,length,1.8,,
336475,153355,mea,1,,length,4.9,,
336476,153356,mea,1,,length,7.2,,
336477,153357,mea,1,,width,18,,
336478,153357,mea,1,,inflation,5,,
336479,153357,mea,1,,diameter,33,,
336480,153357,mea,1,,height,20,,
336481,153358,mea,1,,width,13,,
336482,153358,mea,1,,inflation,4.5,,
336483,153358,mea,1,,diameter,33,,
336484,153358,mea,1,,height,13,,
336485,153359,mea,1,,width,21,,
336486,153359,mea,1,,inflation,3,,
336487,153359,mea,1,,diameter,34.8,,
336488,153359,mea,1,,height,21.6,,
336489,153360,mea,1,,width,40,,
336490,153360,mea,1,,inflation,8,,
336491,153360,mea,1,,diameter,58,,
336492,153360,mea,1,,height,32,,
336493,153361,mea,1,,width,12,,
336494,153361,mea,1,,inflation,21,,
336495,153361,mea,1,,diameter,44,,
336496,153361,mea,1,,height,13,,
336501,153364,mea,1,,width,1,,
336502,153364,mea,1,,length,2.7,,
336909,153528,mea,1,,length,5,,
336910,153529,mea,1,,width,2,,
336911,153529,mea,1,,length,6.5,,
336912,153530,mea,1,,length,6.5,,
336913,153531,mea,1,,length,5.25,,
336914,153532,mea,1,,length,7,,
336915,153533,mea,1,,length,1,,
336916,153534,mea,1,,length,2.75,,
336957,153555,mea,1,,length,1.9,,
336958,153556,mea,1,,length,2.5,,
336959,153557,mea,1,,length,1.4,,
336960,153558,mea,1,,length,1.7,,
336971,153565,mea,1,,width,1.5,,
336972,153565,mea,1,,length,5.2,,
336973,153566,mea,1,,width,1.6,,
336974,153566,mea,1,,length,5,,
336975,153567,mea,1,,width,1.55,,
336976,153567,mea,1,,length,4.4,,
336977,153568,mea,1,,width,2,,
336978,153568,mea,1,,length,6.2,,
336979,153569,mea,1,,width,1.3,,
336980,153569,mea,1,,length,3.7,,
336981,153570,mea,1,,width,1.88,,
336982,153570,mea,1,,length,6.52,,
336986,153573,mea,1,,length,0.75,,
336987,153574,mea,1,,length,1.5,,
336990,153576,mea,1,,width,47,,
336991,153576,mea,1,,diameter,80,,
336992,153576,mea,1,,height,30,,
336996,153576,mea,1,,inflation,24,,
336993,153577,mea,1,,width,32,,
336994,153577,mea,1,,diameter,57,,
336995,153577,mea,1,,height,25,,
336997,153577,mea,1,,inflation,16.5,,
336998,153578,mea,1,,width,14,,
336999,153578,mea,1,,inflation,3,,
337000,153578,mea,1,,diameter,19,,
337001,153578,mea,1,,height,10,,
337002,153579,mea,1,,width,11,,
337003,153579,mea,1,,inflation,6.7,,
337004,153579,mea,1,,diameter,14,,
337005,153579,mea,1,,height,4,,
337010,153582,mea,1,,width,2.8,,
337011,153582,mea,1,,length,4.6,,
337159,153678,mea,1,,width,2,,
337160,153678,mea,1,,length,5.2,,
337161,153679,mea,1,,width,1.2,,
337162,153679,mea,1,,length,2.3,,
337163,153680,mea,1,,width,1.2,,
337164,153680,mea,1,,length,2,,
337165,153681,mea,1,,width,2,,
337166,153681,mea,1,,length,3.3,,
337167,153682,mea,1,,width,1.7,,
337168,153682,mea,1,,length,3.5,,
337169,153683,mea,1,,width,1.6,,
337170,153683,mea,1,,length,2.8,,
337182,153690,mea,1,,length,2.04,,
337183,153691,mea,1,,length,2.55,,
337184,153692,mea,1,,length,2.5,,
337185,153693,mea,1,,length,3.8,,
337190,153698,mea,1,,width,7.4,,
337191,153698,mea,1,,length,28.6,,
337199,153704,mea,1,,length,0.9,,
337200,153705,mea,1,,length,0.8,,
337211,153711,mea,1,,width,2.5,,
337212,153711,mea,1,,length,2.7,,
337213,153711,mea,1,,height,1.8,,
337214,153712,mea,1,,width,2.1,,
337215,153712,mea,1,,length,2.7,,
337216,153712,mea,1,,height,2.2,,
337217,153713,mea,1,,width,6.3,,
337218,153713,mea,1,,length,6.8,,
337219,153713,mea,1,,height,5.7,,
337220,153714,mea,1,,width,6.5,,
337221,153714,mea,1,,length,8.5,,
337222,153714,mea,1,,height,5.4,,
337223,153715,mea,1,,width,7.3,,
337224,153715,mea,1,,length,6,,
337225,153715,mea,1,,height,5.4,,
337226,153716,mea,1,,width,8,,
337227,153716,mea,1,,length,8.4,,
337228,153716,mea,1,,height,6.9,,
337229,153717,mea,1,,width,2.6,,
337230,153717,mea,1,,length,2.1,,
337231,153717,mea,1,,height,1,,
337232,153718,mea,1,,width,2.1,,
337233,153718,mea,1,,length,2.3,,
337234,153718,mea,1,,height,1.2,,
337235,153719,mea,1,,length,3.4,,
337236,153720,mea,1,,length,3,,
337237,153721,mea,1,,length,3.7,,
337238,153722,mea,1,,length,3.3,,
337239,153723,mea,1,,length,2.7,,
337240,153724,mea,1,,width,2.06,,
337241,153724,mea,1,,length,2.49,,
337242,153725,mea,1,,length,4.4,,
337243,153726,mea,1,,width,6.5,,
337244,153726,mea,1,,length,20.5,,
337245,153727,mea,1,,width,7,,
337246,153727,mea,1,,length,17.5,,
337310,153765,mea,1,,length,2.25,,
337442,153815,mea,1,,width,11.5,,
337443,153815,mea,1,,inflation,20.4,,
337444,153815,mea,1,,diameter,47,,
337445,153815,mea,1,,height,16,,
337446,153816,mea,1,,width,9,,
337447,153816,mea,1,,inflation,13.1,,
337448,153816,mea,1,,diameter,34.8,,
337449,153816,mea,1,,height,11.8,,
337450,153817,mea,1,,width,8.9,,
337451,153817,mea,1,,inflation,13,,
337452,153817,mea,1,,diameter,32.8,,
337453,153817,mea,1,,height,11.5,,
337454,153818,mea,1,,width,11.2,,
337455,153818,mea,1,,inflation,11.8,,
337456,153818,mea,1,,diameter,31.2,,
337457,153818,mea,1,,height,11.2,,
337458,153819,mea,1,,width,9.8,,
337459,153819,mea,1,,inflation,15.5,,
337460,153819,mea,1,,diameter,39,,
337461,153819,mea,1,,height,14,,
337462,153820,mea,1,,width,13.9,,
337463,153820,mea,1,,inflation,16,,
337464,153820,mea,1,,diameter,53,,
337465,153820,mea,1,,height,20.5,,
337466,153821,mea,1,,width,12.6,,
337467,153821,mea,1,,inflation,14,,
337468,153821,mea,1,,diameter,42,,
337469,153821,mea,1,,height,19,,
337470,153822,mea,1,,width,10,,
337471,153822,mea,1,,inflation,12.5,,
337472,153822,mea,1,,diameter,37,,
337473,153822,mea,1,,height,13.6,,
337474,153823,mea,1,,width,9.1,,
337475,153823,mea,1,,inflation,12,,
337476,153823,mea,1,,diameter,32,,
337477,153823,mea,1,,height,12.9,,
337478,153824,mea,1,,width,10,,
337479,153824,mea,1,,inflation,10.4,,
337480,153824,mea,1,,diameter,34,,
337481,153824,mea,1,,height,14.8,,
337482,153825,mea,1,,width,8.8,,
337483,153825,mea,1,,inflation,8,,
337484,153825,mea,1,,diameter,29.5,,
337485,153825,mea,1,,height,13.5,,
337486,153826,mea,1,,width,7.8,,
337487,153826,mea,1,,inflation,8.6,,
337488,153826,mea,1,,diameter,33,,
337489,153826,mea,1,,height,13.7,,
337490,153827,mea,1,,width,7.7,,
337491,153827,mea,1,,inflation,6,,
337492,153827,mea,1,,diameter,30,,
337493,153827,mea,1,,height,12.8,,
337494,153828,mea,1,,width,6,,
337495,153828,mea,1,,inflation,5.5,,
337496,153828,mea,1,,diameter,24.8,,
337497,153828,mea,1,,height,11.9,,
337498,153829,mea,1,,width,9,,
337499,153829,mea,1,,inflation,15,,
337500,153829,mea,1,,diameter,41,,
337501,153829,mea,1,,height,15.2,,
337502,153830,mea,1,,width,9.9,,
337503,153830,mea,1,,inflation,13,,
337504,153830,mea,1,,diameter,30,,
337505,153830,mea,1,,height,9.9,,
337506,153831,mea,1,,width,5.5,,
337507,153831,mea,1,,inflation,7.5,,
337508,153831,mea,1,,diameter,17.5,,
337509,153831,mea,1,,height,5.5,,
337510,153832,mea,1,,width,15.3,,
337511,153832,mea,1,,inflation,21.3,,
337512,153832,mea,1,,diameter,50.5,,
337513,153832,mea,1,,height,16,,
337514,153833,mea,1,,width,25,,
337515,153833,mea,1,,inflation,6.2,,
337516,153833,mea,1,,diameter,29.5,,
337517,153833,mea,1,,height,15.5,,
337518,153834,mea,1,,width,18.5,,
337519,153834,mea,1,,inflation,6,,
337520,153834,mea,1,,diameter,27,,
337521,153834,mea,1,,height,11.8,,
337522,153835,mea,1,,width,16.9,,
337523,153835,mea,1,,inflation,4.7,,
337524,153835,mea,1,,diameter,23,,
337525,153835,mea,1,,height,9.8,,
337526,153836,mea,1,,width,8.5,,
337527,153836,mea,1,,inflation,4.2,,
337528,153836,mea,1,,diameter,15.8,,
337529,153836,mea,1,,height,6.4,,
337530,153837,mea,1,,width,5.5,,
337531,153837,mea,1,,inflation,2.4,,
337532,153837,mea,1,,diameter,9.4,,
337533,153837,mea,1,,height,4,,
337534,153838,mea,1,,width,25.5,,
337535,153838,mea,1,,inflation,21,,
337536,153838,mea,1,,diameter,103,,
337537,153838,mea,1,,height,48,,
337538,153839,mea,1,,width,25,,
337539,153839,mea,1,,inflation,21,,
337540,153839,mea,1,,diameter,93,,
337541,153839,mea,1,,height,43,,
337542,153840,mea,1,,width,29,,
337543,153840,mea,1,,inflation,32,,
337544,153840,mea,1,,diameter,116,,
337545,153840,mea,1,,height,47,,
337546,153841,mea,1,,width,26,,
337547,153841,mea,1,,inflation,19.5,,
337548,153841,mea,1,,diameter,91,,
337549,153841,mea,1,,height,42,,
337550,153842,mea,1,,width,6,,
337551,153842,mea,1,,inflation,15.5,,
337552,153842,mea,1,,diameter,41,,
337553,153842,mea,1,,height,15,,
337554,153843,mea,1,,width,9,,
337555,153843,mea,1,,inflation,5.5,,
337556,153843,mea,1,,diameter,27,,
337557,153843,mea,1,,height,13,,
337558,153844,mea,1,,width,8.9,,
337559,153844,mea,1,,inflation,5,,
337560,153844,mea,1,,diameter,24.3,,
337561,153844,mea,1,,height,12,,
337562,153845,mea,1,,width,5,,
337563,153845,mea,1,,inflation,2.9,,
337564,153845,mea,1,,diameter,14.2,,
337565,153845,mea,1,,height,7,,
337566,153846,mea,1,,width,11.3,,
337567,153846,mea,1,,inflation,6.8,,
337568,153846,mea,1,,diameter,29.2,,
337569,153846,mea,1,,height,13.1,,
337572,153847,mea,1,,width,29,,
337573,153847,mea,1,,inflation,72,,
337574,153847,mea,1,,diameter,170,,
337575,153847,mea,1,,height,55,,
337576,153848,mea,1,,width,27,,
337577,153848,mea,1,,inflation,70,,
337578,153848,mea,1,,diameter,158,,
337579,153848,mea,1,,height,54,,
337580,153849,mea,1,,width,24,,
337581,153849,mea,1,,inflation,44,,
337582,153849,mea,1,,diameter,120,,
337583,153849,mea,1,,height,46,,
337584,153850,mea,1,,width,10.5,,
337585,153850,mea,1,,inflation,16,,
337586,153850,mea,1,,diameter,53,,
337587,153850,mea,1,,height,22.2,,
337588,153851,mea,1,,width,42,,
337589,153851,mea,1,,inflation,88,,
337590,153851,mea,1,,diameter,230,,
337591,153851,mea,1,,height,79,,
337592,153852,mea,1,,width,68,,
337593,153852,mea,1,,inflation,159,,
337594,153852,mea,1,,diameter,307,,
337595,153852,mea,1,,height,114,,
337596,153853,mea,1,,width,42,,
337597,153853,mea,1,,inflation,68,,
337598,153853,mea,1,,diameter,210,,
337599,153853,mea,1,,height,79,,
337600,153854,mea,1,,width,38,,
337601,153854,mea,1,,inflation,45,,
337602,153854,mea,1,,diameter,190,,
337603,153854,mea,1,,height,80,,
337604,153855,mea,1,,width,20.5,,
337605,153855,mea,1,,inflation,20,,
337606,153855,mea,1,,diameter,78,,
337607,153855,mea,1,,height,36.8,,
337608,153856,mea,1,,width,12.5,,
337609,153856,mea,1,,inflation,12,,
337610,153856,mea,1,,diameter,44,,
337611,153856,mea,1,,height,18,,
337612,153857,mea,1,,width,55,,
337613,153857,mea,1,,inflation,64,,
337614,153857,mea,1,,diameter,240,,
337615,153857,mea,1,,height,99,,
337616,153858,mea,1,,width,55,,
337617,153858,mea,1,,inflation,48,,
337618,153858,mea,1,,diameter,400,,
337619,153858,mea,1,,height,200,,
337620,153859,mea,1,,width,4.5,,
337621,153859,mea,1,,inflation,4.5,,
337622,153859,mea,1,,diameter,14.5,,
337623,153859,mea,1,,height,6,,
337624,153860,mea,1,,width,18,,
337625,153860,mea,1,,inflation,7.3,,
337626,153860,mea,1,,diameter,92,,
337627,153860,mea,1,,height,51,,
337628,153861,mea,1,,width,9,,
337629,153861,mea,1,,inflation,6.1,,
337630,153861,mea,1,,diameter,36,,
337631,153861,mea,1,,height,19,,
337632,153862,mea,1,,width,44,,
337633,153862,mea,1,,inflation,26.2,,
